Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
jade,Meister Candle Jade,"<p><span data-mce-fragment=""1"">Der Meister ist mehr als nur eine Kerze. Er steckt voller </span><strong data-mce-fragment=""1""><span data-mce-fragment=""1""><a title=""Symbolik und Philosophie"" href=""https://candlesofwisdom.com/pages/info"" data-mce-fragment=""1"" data-mce-href=""https://candlesofwisdom.com/pages/info"" target=""_blank"">Symbolik</a></span></strong><span data-mce-fragment=""1""> und spielt mit der Vergänglichkeit der Schönheit. Zündest Du die Kerze an oder ist sie zu schade dazu? Einfach ist die Entscheidung nicht, doch der Meister lockt mit einer Besonderheit und belohnt diejenigen die sich trauen: Nach dem Wegschmelzen offenbart er eine Glücksmünze, auf der alte Weisheiten verewigt sind.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Die Herstellung unserer mehrfarbigen Modelle ist sehr aufwendig, wobei das Endresultat nie ganz vorhersehbar ist. Jeder Meister ist ein Unikat mit individuellem Charme und variiert leicht im Aussehen.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Material:</strong><span data-mce-fragment=""1""> Rapswachs Komposition mit Paraffinanteil, Baumwolldocht, Metallmünze</span><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Farbe:</strong><span data-mce-fragment=""1""> Schwarz, Jadegrün, durchgefärbt, glanzbeschichtet, RAL Kerzengüte Qualität</span><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Brenndauer:</strong><span data-mce-fragment=""1""> 30h</span><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Größe:</strong><span data-mce-fragment=""1"">19cm</span><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Geruch:<span data-mce-fragment=""1""> </span></strong><span data-mce-fragment=""1"">neutral</span></p>",burningbuddha,,Buddha Candle,"__tab1:philosophie, Buddha, candle, coin, free, handmade, Kerze, noplastic, sustainable",true,Title,Default Title,,,,,BB-Jade,430.0,shopify,21,deny,manual,44.90,,true,true,'633710796569,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Skulptur-Kerze-Jade_f70c6cb5-717b-4e88-bc5a-5a072279db5f.png?v=1648370885,1,,false,Meister Candle Jade - Candles of Wisdom,"Diese Buddha Figur ist mehr als nur eine Kerze. Sie steckt voller Symbolik und spielt mit der Vergänglichkeit der Schönheit. Zündest Du die Kerze an oder ist sie zu schade dazu? Einfach ist die Entscheidung nicht, doch der Meister lockt mit einer Besonderheit und belohnt diejenigen die sich trauen: Nach dem Wegschmelzen offenbart er eine Glücksmünze, auf der alte Weisheiten verewigt sind. Die Herstellung unserer mehrfarbigen Modelle ist sehr aufwendig, wobei das Endresultat nie ganz vorhersehbar ist. ",,,,,,,,,,,,,,,kg,,3.80,active
jade,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Candles-of-Wisdom-Meister-Burning-Buddha-Jade.jpg?v=1648370996,2,Burning Buddha,,,,,,,,,,,,,,,,,,,,,
jade,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Candles-Of-Wisdom-Meister-Candle-Jade.jpg?v=1648371009,3,Burning Buddha,,,,,,,,,,,,,,,,,,,,,
jade,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Meister-CandlesofWisdomBuddha-Jade_02cbea59-f773-4aaa-b946-c7012b1d83a1.jpg?v=1648371020,4,Burning Buddha,,,,,,,,,,,,,,,,,,,,,
jade,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Candles-of-Wisdom_Coin_of_Wisdom_a45b2b09-e7bb-4714-9a7a-cecc51a8e689.jpg?v=1648370890,5,,,,,,,,,,,,,,,,,,,,,,
jade,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Candles-of-Wisdom-Verpackung_c469aa36-df30-4f6e-bf37-64fc24af326a.jpg?v=1648370890,6,,,,,,,,,,,,,,,,,,,,,,
amor,Meister Candle Amor,"<p><span>Der Meister ist mehr als nur eine Kerze. Er steckt voller </span><strong><span><a title=""Symbolik und Philosophie"" href=""https://candlesofwisdom.com/pages/info"" target=""_blank"">Symbolik</a></span></strong><span> und spielt mit der Vergänglichkeit der Schönheit. Zündest Du die Kerze an oder ist sie zu schade dazu? Einfach ist die Entscheidung nicht, doch der Meister lockt mit einer Besonderheit: Nach dem Wegschmelzen offenbart er eine Glücksmünze, auf der alte Weisheiten verewigt sind.</span><br><br><strong>Material:</strong><span> Rapswachs Komposition mit Paraffinanteil, Baumwolldocht, Metallmünze</span><br><strong>Farbe:</strong><span> Durchgefärbt rot, glanzbeschichtet, RAL Kerzengüte Qualität</span><br><strong>Brenndauer:</strong><span> 30h</span><br><strong>Größe:</strong><span>19cm</span><br><strong>Geruch:<span> </span></strong><span>neutral</span></p>",Candles of Wisdom,,Buddha Candle,"__tab1:philosophie, Buddha, candle, coin, free, handmade, Kerze, noplastic, sustainable",true,Title,Default Title,,,,,BB-Amor,430.0,shopify,15,deny,manual,39.90,39.90,true,true,'633710796590,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Kerze-Valentinstag_03d3465b-8b67-483a-8602-cde0272bbd47.png?v=1648328411,1,Valentinstag Geschenk Burning Buddha,false,Meister Candle Amor - Candles of Wisdom,"Buddha Kerze mit Glücksmünze Rot. Der Burning Buddha ist mehr als nur eine Kerze. Er steckt voller Symbolik und spielt mit der Vergänglichkeit der Schönheit. Zündest Du die Kerze an oder ist sie zu schade dazu? Einfach ist die Entscheidung nicht, doch der Meister lockt mit einer Besonderheit und belohnt diejenigen die sich trauen: Nach dem Wegschmelzen offenbart er eine Glücksmünze, auf der alte Weisheiten verewigt sind.Material: Rapswachs Komposition mit Paraffinanteil, Baumwolldocht, MetallmünzeFarbe: Durchgefärbt rot, glanzbeschichtet, RAL Kerzengüte QualitätBrenndauer: 30hGröße:19cmGeruch: neutral",,,,,,,,,,,,,,,kg,,3.50,active
amor,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/BurningBuddhaAmor.jpg?v=1648328411,2,Candes of Wisdom Burning Buddha,,,,,,,,,,,,,,,,,,,,,
amor,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Candles-of-Wisdom_Coin_of_Wisdom_31878477-34fd-4648-82ed-a786dd1e9e69.jpg?v=1648328411,3,,,,,,,,,,,,,,,,,,,,,,
amor,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Candles-of-Wisdom-Verpackung_b6ff2fe6-1d36-4e5e-8973-46a784af8db4.jpg?v=1648328411,4,,,,,,,,,,,,,,,,,,,,,,
grand-stein,XX Buddha Figur Grand Stein,"<p><span>Die <strong>Große Buddha Figur</strong> ist für die Ewigkeit gemacht. Massiv und schwer, eignet sie sich als <strong>Haus und Garten Dekoration</strong>. Das matt weiße Material kreiert ein faszinierendes Schattenspiel und bringt die geometrische Flächen des Designs besonders gut zur Geltung. </span></p>
<p><span>Doch das ist nicht Alles: Das Material lässt sich mit <strong>Farben</strong> und <strong>Filzstiften</strong> aller Art <strong>bemalen</strong>. Ob passend zu Deiner <strong>Wandfarbe</strong>, als neuer <strong>Farbakzent</strong> in deinem <strong>Interior </strong>oder sogar als Dein persönlicher künstlerischer Ausdruck - den Möglichkeiten sind keine Grenzen gesetzt. </span><span>Gib Deinem Buddha eine persönliche Note!</span></p>
<p><span><strong>Material: </strong>Reliefgießmasse, wetterbeständig (unbemalt)<br><strong>Gewicht:</strong> 2kg<br><strong>Farbe:</strong> Schneeweiß<br><strong>Größe:</strong> 25cm</span></p>",Burning Buddha,,Buddha Sculpture,"Buddha, Figur, free, handmade, noplastic, resistant, sustainable",false,Title,Default Title,,,,,BB-GStein,2000.0,shopify,0,deny,manual,79.90,79.90,true,true,"",https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Grosse-Buddha-Statue_d3949af2-b1fd-4a1f-8f50-e57d6460c880.png?v=1571334055,1,,false,Buddha Statue Stein - Burning Buddha,"Die Große Buddha Figur ist für die Ewigkeit gemacht. Massiv und schwer, eignet sie sich als Haus und Garten Dekoration. Die Skulptur lässt sich mit Farben und Filzstiften bemalen. Ob passend zu Deiner Wandfarbe, als neuer Farbakzent in deinem Interior oder sogar als Dein persönlicher künstlerischer Ausdruck - den Möglichkeiten sind keine Grenzen gesetzt. ",,,,,,,,,,,,,,,kg,,7.00,draft
grand-stein,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha---Grosse--Buddha-Figur-Stein-2.jpg?v=1571334055,2,,,,,,,,,,,,,,,,,,,,,,
grand-stein,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Stein-bemalbarer-Buddha_2_3ac80b89-5137-450a-bd76-0dc54074fac7.jpg?v=1571334055,3,Buddha Figur Blau - Burning Buddha,,,,,,,,,,,,,,,,,,,,,
grand-stein,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Buddha-Figur-1zu1_04.jpg?v=1571334055,4,Buddha Statue Burning Buddha,,,,,,,,,,,,,,,,,,,,,
grand-stein,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Verpackung_f3ba9c63-b70d-45b5-a2ed-9c908182ee9b.jpg?v=1571334055,5,,,,,,,,,,,,,,,,,,,,,,
raute-set,Prisma Candle Set,"<p><span></span><span>Dieses Kerzenset</span><span> verzaubert</span><span> mit dem klaren geometrischen Design. Die Kerzen sind nicht bloß einfache Lichtspender</span><span> -</span><span> Sie spielen mit der Vergänglichkeit der Form. </span><span>Ob Du sie anzündest bleibt letztlich Dir überlassen, doch eins sei gesagt: Sie sind auch beim Dahinschmelzen ein wahres Erlebnis.</span></p>
<p><span>Wie in all unseren Kerzen kommt auch hier nach dem Abbrennen eine Glücksmünze zum Vorschein, die Weisheiten nach dem Glückskeks-Prinzip beinhaltet.</span></p>
<p><span></span><strong>Material: </strong><span>Rapswachs Komposition mit Paraffinanteil, </span>Baumwolldocht<strong><br></strong><strong>Farbe: </strong>Lavendel durchgefärbt, RAL Kerzengüte Qualität, Ungefärbt Beige<br><strong>Größe:</strong> 20cm / 26cm<br><strong>Brenndauer: </strong>30h+ / 40h+<br><strong data-mce-fragment=""1"">Geruchsneutral</strong><br></p>",Candles of Wisodm,,Candle Object,"candle, coin, free, handmade, Kerze, noplastic, Raute, sustainable",true,Color,Beige,,,,,PR-SET-BEIGE,1000.0,shopify,1,deny,manual,69.90,79.90,true,true,"",https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Kerzen-Set-Lavendel-mit-Coin.png?v=1648324372,1,,false,Prisma Candle Set - Candles Of Wisdom,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/burning-buddha-kerzenset-beige.jpg?v=1648324372,kg,,8.00,active
raute-set,,,,,,,,,Lavendel,,,,,PR-SET-LAV,1000.0,shopify,1,deny,manual,69.90,79.90,true,true,"",https://cdn.shopify.com/s/files/1/0002/7502/1865/products/burning-buddha-kerzenset-beige.jpg?v=1648324372,2,Geometric design candle ,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Kerzen-Set-Lavendel-mit-Coin.png?v=1648324372,kg,,8.00,
raute-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/lavendel-burning-buddha-kerzenset.jpg?v=1648324372,3,design candle set,,,,,,,,,,,,,,,,,,,,,
raute-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-buddha-Wisdom-Candle3_e9338a94-c80b-4919-b8f4-41e01c0e3635.jpg?v=1648324372,4,Burning Buddha Design candles,,,,,,,,,,,,,,,,,,,,,
raute-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/design-kerze-lavendel_bfef162a-e926-41e4-812a-ed4f827369fb.jpg?v=1648324372,5,design deco candles,,,,,,,,,,,,,,,,,,,,,
raute-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Candles-of-Wisdom_Coin_of_Wisdom_6a5c3c9b-bd03-40ea-b7f8-5aa99ef7f1cd.jpg?v=1648324372,6,,,,,,,,,,,,,,,,,,,,,,
raute-set,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Candles-of-Wisdom-Verpackung.jpg?v=1648324382,7,Candles of Wisdom,,,,,,,,,,,,,,,,,,,,,
stein,Meister Stein,"<p><span></span>Die Buddha Figur ist für die Ewigkeit gemacht. Massiv und schwer, eignet sie sich als <strong>Haus und Garten Dekoration</strong>. Das matt weiße Material kreiert ein schönes Schattenspiel und bringt die geometrische Flächen des Designs besonders gut zur Geltung.<br></p>
<p><span>Doch das ist nicht Alles: Das Material lässt sich kinderleicht mit <strong>Farben</strong> und <strong>Filzstiften</strong> aller Art <strong>bemalen</strong>. Ob passend zu Deiner <strong>Wandfarbe</strong>, als neuer <strong>Farbakzent</strong> in Deinem <strong>Interior </strong>oder sogar als Dein persönlicher künstlerischer Ausdruck - den Möglichkeiten sind keine Grenzen gesetzt. </span><span>Gib Deinem Buddha eine persönliche Note!</span></p>
<p><strong>Material:</strong><span> Reliefgießmasse, wetterbeständig wenn unbemalt</span><br><strong>Gewicht:</strong> ca. 1kg<br><strong>Farbe:</strong> <span>Schneeweiß</span><span><br></span><span><strong>Größe:</strong> 18cm</span></p>",Candles of Wisdom,,Buddha Sculpture,"Buddha, Figur, free, handmade, noplastic, resistant, sustainable",true,Title,Default Title,,,,,BB-Stein,850.0,shopify,7,deny,manual,39.90,,true,true,'4170000036258,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Moderne-Buddha-Figur-Stein-Staute.png?v=1587120707,1,,false,Buddha Figur Stein - Candles of Wisdom,"Für alle, die den Buddha für die Ewigkeit haben wollen gibt es die Buddha Figur Stein. Das Material lässt sich außerdem kinderleicht mit Farben und Stiften bemalen. So kannst Du Deinem Buddha eine persönliche Note geben deine Version gerne unter #myburningbuddha teilen.",,,,,,,,,,,,,,,kg,,3.50,active
stein,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Moderne-Buddha-Figur-Skulptur-aus-Beton_2.jpg?v=1587120707,2,Buddha Figur,,,,,,,,,,,,,,,,,,,,,
stein,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Moderne-Buddha-Figur-aus-Stein2.jpg?v=1587120707,3,Moderne Buddha Skulptur,,,,,,,,,,,,,,,,,,,,,
stein,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Buddhafigurgarten.jpg?v=1587120707,4,,,,,,,,,,,,,,,,,,,,,,
stein,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Buddha-Figur-1zu1_05.jpg?v=1587120707,5,Buddha Figur,,,,,,,,,,,,,,,,,,,,,
stein,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Stein-bemalbarer-Buddha_2.jpg?v=1587120707,6,Buddha Statue,,,,,,,,,,,,,,,,,,,,,
stein,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Verpackung_1cb4a2d6-f04f-4ab0-bbef-41c719799462.jpg?v=1587120707,7,,,,,,,,,,,,,,,,,,,,,,
purple,Meister Candle Purple,"<p><span>Der Meister ist mehr als nur eine Kerze. Er steckt voller <strong><a href=""https://candlesofwisdom.com/pages/info"" title=""Symbolik und Philosophie"" target=""_blank"">Symbolik</a></strong> und spielt mit der Vergänglichkeit der Schönheit. Zündest Du die Kerze an oder ist sie zu schade dazu? Einfach ist die Entscheidung nicht, doch der Meister lockt mit einer Besonderheit und belohnt diejenigen die sich trauen: Nach dem Wegschmelzen offenbart er eine Glücksmünze, auf der alte Weisheiten verewigt sind.<br><br><strong>Material:</strong> Rapswachs Komposition mit Paraffinanteil, Baumwolldocht, Metallmünze<br><strong>Farbe:</strong> Violett, glanzbeschichtet, RAL Kerzengüte Qualität<br><strong>Brenndauer:</strong> 30h<br><strong>Größe:</strong>19cm<br><strong>Geruch: </strong>neutral</span></p>",Burning Buddha,,Buddha Candle,"__tab1:philosophie, Buddha, candle, coin, free, handmade, Kerze, noplastic, sustainable",true,Title,Default Title,,,,,BB-Purple,430.0,shopify,6,deny,manual,39.90,39.90,true,true,'633710796606,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Figur-Designkerze-Lilla-Violet-purple-2.png?v=1648371228,1,,false,Meister Candle Purple - Candles of Wisdom,"Der Meister ist mehr als nur eine Kerze. Er steckt voller Symbolik und spielt mit der Vergänglichkeit der Schönheit. Zündest Du die Kerze an oder ist sie zu schade dazu? Einfach ist die Entscheidung nicht, doch der Meister lockt mit einer Besonderheit und belohnt diejenigen die sich trauen: Nach dem Wegschmelzen offenbart er eine Glücksmünze, auf der alte Weisheiten verewigt sind. Material: Rapswachs Komposition mit Paraffinanteil, Baumwolldocht, Metallmünze Farbe: Violett, glanzbeschichtet, RAL Kerzengüte Qualität Brenndauer: 30hGröße:19cmGeruch: neutral",,,,,,,,,,,,,,,kg,,4.00,active
purple,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Meister-Candles-of-Wisdom-Purple.jpg?v=1648371228,2,Burning Buddha Candles of Wisdom,,,,,,,,,,,,,,,,,,,,,
purple,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Candles-of-Wisdom-Yoga-Kerze-Meister-Kerze.jpg?v=1648371228,3,Candles of Wisdom Burning Buddha,,,,,,,,,,,,,,,,,,,,,
purple,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Candles-of-Wisdom_Coin_of_Wisdom_50d33da4-813e-43e0-b299-a0c6c9436e66.jpg?v=1648371228,4,,,,,,,,,,,,,,,,,,,,,,
purple,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Candles-of-Wisdom-Verpackung_6c6b5a6e-0157-4cd8-a7fe-004e0fc2c447.jpg?v=1648371228,5,,,,,,,,,,,,,,,,,,,,,,
purple,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Candles-of-Wisdom-Verpackung_0a380dcf-6e9f-47fd-b84f-663f818bba7d.jpg?v=1648371228,6,,,,,,,,,,,,,,,,,,,,,,
zenf,Meister Candle Zenf,"<p><span>Der Meister ist mehr als nur eine Kerze. Er steckt voller </span><strong><span><a href=""https://candlesofwisdom.com/pages/info"" title=""Symbolik und Philosophie"" target=""_blank"">Symbolik</a></span></strong><span> und spielt mit der Vergänglichkeit der Schönheit. Zündest Du die Kerze an oder ist sie zu schade dazu? Einfach ist die Entscheidung nicht, doch der Meister lockt mit einer Besonderheit: Nach dem Wegschmelzen offenbart er eine Glücksmünze, auf der alte Weisheiten verewigt sind.</span><br><br><strong>Material:</strong><span> Rapswachs Komposition mit Paraffinanteil, Baumwolldocht, Metallmünze</span><br><strong>Farbe:</strong><span> Durchgefärbt senfgelb, glanzbeschichtet, RAL Kerzengüte Qualität</span><br><strong>Brenndauer:</strong><span> 30h</span><br><strong>Größe:</strong><span>19cm</span><br><strong>Geruch:<span> </span></strong><span>neutral</span></p>",Burning Buddha,,Buddha Candle,"__tab1:philosophie, Buddha, candle, coin, free, handmade, Kerze, noplastic, sustainable",true,Title,Default Title,,,,,BB-Zenf,430.0,shopify,16,deny,manual,39.90,,true,true,'633710796545,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Candle-Skulpture-senfgelb-mustard-yellow_3.png?v=1648329768,1,,false,Meister Candle Zenf - Candles of Wisdom,"Der Polygon Buddha ist mehr als nur eine Kerze. Er steckt voller Symbolik und spielt mit der Vergänglichkeit der Schönheit. Zündest Du die Kerze an oder ist sie zu schade dazu? Einfach ist die Entscheidung nicht, doch der Meister lockt mit einer Besonderheit: Nach dem Wegschmelzen offenbart er eine Glücksmünze, auf der alte Weisheiten verewigt sind.Material: Rapswachs Komposition mit Paraffinanteil, Baumwolldocht, MetallmünzeFarbe: Durchgefärbt senfgelb, glanzbeschichtet, RAL Kerzengüte QualitätBrenndauer: 30hGröße:19cmGeruch: neutral",,,,,,,,,,,,,,,kg,,3.50,active
zenf,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Kerze-Senfgelb-mustard-yellow.jpg?v=1648329768,2,,,,,,,,,,,,,,,,,,,,,,
zenf,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Figur-Kerze-Zenf-Senfgelb-mustard-yellow-2.jpg?v=1648329768,3,schönes Kerzenset Buddha,,,,,,,,,,,,,,,,,,,,,
zenf,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Burning-Buddha-Figur-Kerze-Zenf-Senfgelb-mustard-yellow-3.jpg?v=1648329768,4,,,,,,,,,,,,,,,,,,,,,,
zenf,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Candles-of-Wisdom_Coin_of_Wisdom_7dde9061-2f65-4151-98eb-0b262bd792df.jpg?v=1648329781,5,,,,,,,,,,,,,,,,,,,,,,
zenf,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Candles-of-Wisdom-Verpackung_297c9be1-5c9d-4326-971f-407a23a011c7.jpg?v=1648329797,6,,,,,,,,,,,,,,,,,,,,,,
waldmeister,Meister Candle Forest Gold,"<p><span>Der Meister ist mehr als nur eine Kerze. Er steckt voller </span><strong><span><a href=""https://candlesofwisdom.com/pages/info"" title=""Symbolik und Philosophie"" target=""_blank"">Symbolik</a></span></strong><span> und spielt mit der Vergänglichkeit der Schönheit. Zündest Du die Kerze an oder ist sie zu schade dazu? Einfach ist die Entscheidung nicht, doch der Meister lockt mit einer Besonderheit und belohnt diejenigen die sich trauen: Nach dem Wegschmelzen offenbart er eine Glücksmünze, auf der alte Weisheiten verewigt sind.</span><br><br><span>Die Herstellung unserer mehrfarbigen Modelle ist sehr aufwendig, wobei das Endresultat nie ganz vorhersehbar ist. Jeder Meister ist ein Unikat mit individuellem Charme und variiert leicht im Aussehen.</span><br><br><strong>Material:</strong><span> Rapswachs Komposition mit Paraffinanteil, Baumwolldocht, Metallmünze</span><br><strong>Farbe:</strong><span> Durchgefärbt dunkelgrün, glanzbeschichtet, kupfer-gold gesprenkelt, RAL Kerzengüte Qualität</span><br><strong>Brenndauer:</strong><span> 30h</span><br><strong>Größe:</strong><span>19cm</span><br><strong>Geruch:<span> </span></strong><span>neutral</span></p>",Candles of Wisdom,,Buddha Candle,"__tab1:philosophie, Buddha, candle, coin, free, handmade, Kerze, noplastic, sustainable",true,Title,Default Title,,,,,BB-Waldmeister,430.0,shopify,4,deny,manual,44.90,44.90,true,true,'633710796583,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Weihnachtsgeschenk-Burning-Buddha-Kerze-Geschenkidee-Waldmeister-grun_cf7dcf34-45e4-4d29-b0e8-b621ea29ab10.png?v=1648372985,1,Burning Buddha Waldmeister,false,Meister Candle Forest Green - Candles of Wisdom,,,,,,,,,,,,,,,,kg,,4.00,active
waldmeister,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Meister-Candle-Forrest-Gold-Candles-of-Wisdom.jpg?v=1648373007,2,,,,,,,,,,,,,,,,,,,,,,
waldmeister,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Meister-Candle-Forrest-Gold-Candles-of-Wisdom2.jpg?v=1648373007,3,,,,,,,,,,,,,,,,,,,,,,
waldmeister,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Candles-of-Wisdom_Coin_of_Wisdom_1609abb2-46c1-415b-9a7e-120bd156c7c6.jpg?v=1648373007,4,,,,,,,,,,,,,,,,,,,,,,
waldmeister,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0002/7502/1865/products/Candles-of-Wisdom-Verpackung_cfc5fab3-383e-4e83-8ed2-a33de3cb62d0.jpg?v=1648373005,5,,,,,,,,,,,,,,,,,,,,,,
